predict,label
0.9639778733253479,1.0
0.9894055724143982,1.0
0.9807757139205933,1.0
0.003348158672451973,0.0
0.9928255081176758,1.0
0.01730567403137684,0.0
0.5153132677078247,0.0
0.10630974918603897,0.0
0.94014573097229,1.0
0.25653281807899475,0.0
0.9355876445770264,0.0
0.8020017743110657,1.0
0.11897608637809753,1.0
0.9741588830947876,0.0
0.02109876275062561,0.0
0.5950067043304443,0.0
0.9853626489639282,1.0
0.8572961688041687,1.0
0.945881187915802,1.0
0.003039231989532709,0.0
0.10942725092172623,0.0
0.036598414182662964,1.0
0.9886182546615601,0.0
0.9542034864425659,0.0
0.010456176474690437,0.0
0.11497006565332413,1.0
0.39474567770957947,1.0
0.9736000299453735,1.0
0.9722524881362915,1.0
0.0014080272521823645,0.0
0.0012505744816735387,0.0
0.008553254418075085,1.0
0.9025663733482361,1.0
0.9793949723243713,1.0
0.0008875418570823967,0.0
0.00014139719132799655,0.0
0.9973489046096802,1.0
0.0062075285241007805,0.0
0.3463188707828522,0.0
0.9675506353378296,1.0
0.8363453149795532,0.0
0.976678192615509,1.0
0.13529495894908905,0.0
0.891895592212677,1.0
0.9913687109947205,1.0
0.9822854995727539,1.0
0.9396407604217529,0.0
0.6390345692634583,0.0
0.04665319249033928,0.0
0.038021694868803024,1.0
0.0007442718488164246,0.0
0.19358184933662415,0.0
0.9253077507019043,1.0
0.02129102684557438,0.0
0.9856300950050354,0.0
0.10270976275205612,0.0
0.8763048648834229,0.0
0.9839391708374023,1.0
0.9752131700515747,0.0
0.00028875836869701743,0.0
0.9944043159484863,1.0
0.00014093387289904058,0.0
0.7792205810546875,0.0
0.0032051419839262962,0.0
0.12481258809566498,0.0
0.37492722272872925,0.0
0.8502800464630127,1.0
0.0034656838979572058,0.0
0.04071645066142082,0.0
0.9895289540290833,1.0
0.21006278693675995,0.0
0.010341877117753029,0.0
0.017947450280189514,0.0
0.06445948779582977,0.0
0.010235043242573738,0.0
0.9980134963989258,1.0
0.246429443359375,0.0
0.94014573097229,1.0
0.0004022880457341671,0.0
0.5871788859367371,1.0
0.9975922107696533,1.0
0.6291508078575134,0.0
0.05090879648923874,0.0
0.8527434468269348,0.0
0.0002132867812179029,0.0
0.9962983727455139,1.0
0.0018347208388149738,0.0
0.9981654286384583,1.0
0.047124233096838,0.0
0.008014616556465626,0.0
0.92302405834198,1.0
0.003196468809619546,0.0
0.9597142338752747,1.0
0.9254733324050903,1.0
0.04422315955162048,0.0
0.9955313801765442,1.0
0.9994180202484131,1.0
0.9731675386428833,1.0
0.8486692905426025,1.0
0.9444378018379211,1.0
0.9090508818626404,0.0
0.003629076760262251,1.0
0.630999743938446,1.0
0.016946587711572647,0.0
0.38048267364501953,1.0
0.06457832455635071,0.0
0.9941303133964539,1.0
0.049302902072668076,0.0
0.04081663116812706,0.0
0.0016101128421723843,1.0
0.9631760120391846,1.0
0.7204592227935791,1.0
0.0009347710874862969,0.0
0.24087387323379517,1.0
0.9998546838760376,1.0
0.9578744173049927,1.0
0.8041702508926392,0.0
0.014151136390864849,1.0
0.8276717662811279,1.0
0.34352728724479675,0.0
0.5803258419036865,1.0
0.9734922647476196,1.0
0.9995012283325195,1.0
0.9597142338752747,1.0
