predict,label
0.9970815777778625,1.0
0.9922369122505188,1.0
0.9974594712257385,1.0
0.2862245440483093,0.0
0.9968612194061279,1.0
0.001158352242782712,0.0
0.03607778996229172,0.0
0.016727063804864883,0.0
0.9897480010986328,1.0
0.009498230181634426,0.0
0.9904025793075562,0.0
0.9976063966751099,1.0
0.7178798317909241,1.0
0.9974231719970703,0.0
0.012430422008037567,0.0
0.0129301268607378,0.0
0.9666633605957031,1.0
0.9856465458869934,1.0
0.9963259100914001,1.0
0.0011165321338921785,0.0
0.006970024202018976,0.0
0.6277248859405518,1.0
0.985954225063324,0.0
0.9924252033233643,0.0
0.001354346051812172,0.0
0.0038058916106820107,1.0
0.7124346494674683,1.0
0.9882103204727173,1.0
0.978520393371582,1.0
0.0015686145052313805,0.0
0.005484478548169136,0.0
0.4306611716747284,1.0
0.9934191107749939,1.0
0.9528566598892212,1.0
0.0014309100806713104,0.0
0.0019316704710945487,0.0
0.9854053854942322,1.0
0.010542133823037148,0.0
0.004787570331245661,0.0
0.8891435861587524,1.0
0.8734670281410217,0.0
0.9962852001190186,1.0
0.0010478956392034888,0.0
0.990003764629364,1.0
0.9969542026519775,1.0
0.9925228953361511,1.0
0.014645696617662907,0.0
0.9125416874885559,0.0
0.003260344732552767,0.0
0.9921918511390686,1.0
0.006988933775573969,0.0
0.010214713402092457,0.0
0.9960407018661499,1.0
0.004503509495407343,0.0
0.9588629007339478,0.0
0.0027418399695307016,0.0
0.9952685236930847,0.0
0.989203155040741,1.0
0.9795196056365967,0.0
0.012128702364861965,0.0
0.9916375279426575,1.0
0.0013663885183632374,0.0
0.04205317422747612,0.0
0.1689249873161316,0.0
0.0909060686826706,0.0
0.6535605788230896,0.0
0.997129499912262,1.0
0.0025551696307957172,0.0
0.00508928531780839,0.0
0.9826720952987671,1.0
0.15821142494678497,0.0
0.002955566393211484,0.0
0.0027180416509509087,0.0
0.10740479081869125,0.0
0.0034793794620782137,0.0
0.9873231053352356,1.0
0.008345527574419975,0.0
0.9897480010986328,1.0
0.0011447971919551492,0.0
0.4271441102027893,1.0
0.9964151382446289,1.0
0.9903594255447388,0.0
0.9720966815948486,0.0
0.1478976458311081,0.0
0.006448829546570778,0.0
0.3422844707965851,1.0
0.002715510781854391,0.0
0.9966526627540588,1.0
0.0578971765935421,0.0
0.001586609985679388,0.0
0.9965922236442566,1.0
0.043959762901067734,0.0
0.006536675151437521,1.0
