predict,label
0.8293201327323914,1.0
0.9080935120582581,1.0
0.8487924337387085,1.0
0.11370687186717987,0.0
0.9870332479476929,1.0
0.0015646032989025116,0.0
0.6967418789863586,0.0
0.17301656305789948,0.0
0.47511351108551025,1.0
0.006430576089769602,0.0
0.9934559464454651,0.0
0.6769912838935852,1.0
0.24644415080547333,1.0
0.8562673330307007,0.0
0.39751213788986206,0.0
0.21286603808403015,0.0
0.8842705488204956,1.0
0.8642916083335876,1.0
0.8581129908561707,1.0
0.02435046061873436,0.0
0.00840202160179615,0.0
0.09082823246717453,1.0
0.9366263151168823,0.0
0.5256123542785645,0.0
0.0006838173721916974,0.0
0.19433435797691345,1.0
0.015509012155234814,1.0
0.45023977756500244,1.0
0.7859784364700317,1.0
0.09121786803007126,0.0
0.03166805952787399,0.0
0.17922119796276093,1.0
0.8446555733680725,1.0
0.7997391819953918,1.0
0.0002570243086665869,0.0
0.061865679919719696,0.0
0.7833659052848816,1.0
0.0518493577837944,0.0
0.00015154629363678396,0.0
0.9602206945419312,1.0
0.7057929039001465,0.0
0.6358444690704346,1.0
0.008862676098942757,0.0
0.7577099800109863,1.0
0.9216989278793335,1.0
0.3408626616001129,1.0
0.003913278691470623,0.0
0.3892350196838379,0.0
0.09519068896770477,0.0
0.4048822224140167,1.0
0.02449478767812252,0.0
0.37841543555259705,0.0
0.8563408851623535,1.0
0.0016228689346462488,0.0
0.8678650259971619,0.0
0.005185290705412626,0.0
0.9458131790161133,0.0
0.6559745073318481,1.0
0.796703577041626,0.0
0.01572875864803791,0.0
0.6504415273666382,1.0
1.9450188119662926e-05,0.0
0.6606559753417969,0.0
0.9050139784812927,0.0
0.6139452457427979,0.0
0.6069910526275635,0.0
0.9941381216049194,1.0
0.0010208041639998555,0.0
0.12161226570606232,0.0
0.9644256234169006,1.0
0.3608749806880951,0.0
0.12249787151813507,0.0
0.00010145428677788004,0.0
0.09223240613937378,0.0
0.06708261370658875,0.0
0.832065224647522,1.0
1.530891313450411e-05,0.0
0.47511351108551025,1.0
0.00020998557738494128,0.0
0.4330199658870697,1.0
0.9349226951599121,1.0
0.7925624251365662,0.0
0.009933697991073132,0.0
0.382415771484375,0.0
0.0675000324845314,0.0
0.8228956460952759,1.0
0.03169821575284004,0.0
0.9781859517097473,1.0
0.007272400427609682,0.0
1.8880748029914685e-05,0.0
0.6144289374351501,1.0
0.3849911093711853,0.0
0.8243675827980042,1.0
0.2860855162143707,1.0
0.37499332427978516,0.0
0.9048674702644348,1.0
0.9863492250442505,1.0
0.765812873840332,1.0
0.04262499138712883,1.0
0.3860298693180084,1.0
0.7788375020027161,0.0
0.3445081412792206,1.0
0.7830709218978882,1.0
0.0013853050768375397,0.0
0.4948634207248688,1.0
0.013835416175425053,0.0
0.8925893306732178,1.0
0.05033404752612114,0.0
0.3053213059902191,0.0
0.6433069109916687,1.0
0.6572155952453613,1.0
0.7573601603507996,1.0
0.6231147050857544,0.0
0.8539121747016907,1.0
0.8921862244606018,1.0
0.8975695967674255,1.0
0.04588457569479942,0.0
0.00012471506488509476,1.0
0.5470272302627563,1.0
0.053071506321430206,0.0
0.5965242385864258,1.0
0.7464863657951355,1.0
0.5842271447181702,1.0
0.8243675827980042,1.0
0.6712442636489868,1.0
0.941838800907135,1.0
0.0019385768100619316,0.0
0.07570747286081314,1.0
0.5094960331916809,0.0
0.014188510365784168,0.0
0.3179040849208832,1.0
0.8085662722587585,1.0
0.040125712752342224,0.0
0.0017125988379120827,0.0
0.19040343165397644,0.0
0.008823598735034466,0.0
0.02334330976009369,0.0
